text,label,language
mothathil oru tamil movie baasha manakunnundallow,0,malayalam
apdilam nadakkathuthu nadakka koodathu,0,tamil
thalli ninnu yaaraiyo paarkura maadhiri unnai parthen romba azhaga therinja semma feeling,0,tamil
you kena tunggu lebih lama lagi untuk tahu saya damn chiyaan sir speaks malay man we love you sir,5,tamil
ulaga sarithira nayagan dhanush rasikan da,0,tamil
viswasam on tha way waiting marana waitng thala,0,tamil
basavaraj marennavar mccartney,5,kannada
im prithiviraj fan from tamilnadu love it,5,malayalam
udayanidhi anna katchi velaya paarunga ungalukku yedhuku cinema yellam,0,tamil
bari shocki wala mosale kanniru,4,kannada
ഡീഗ്രേഡ് തായോ ളി കൾ വരെ കയ്യടിച്ചു പോകും അജ്ജാതി ദബാംഗ് മാസ്,1,malayalam
oru fast and fouries movie ya pakkura mari irruku,0,tamil
രായപ്പൻ ഫാൻസ് ഉണ്ടോ അഹങ്കാരം തലക്ക് പിടിച്ചവനല്ലേ ഇവൻ ചെമ്പോർകിനി,2,malayalam
njan mathram aanoo comments vaayikkan viindum trailer edukkunnee,0,malayalam
bang bang super star vijay,5,tamil
watch from saudi riyadh,5,malayalam
trailer na ipdi irukunam nu solravanga like here,0,tamil
im vijay bat super tala nega 2 per brdar,0,tamil
jai d ಬಾಸ್,0,kannada
black sheep kutty moonji vivek fans hite like,4,tamil
aiiiii 15m views varapodhu innum 500views tha,0,tamil
daiii committee vanam nu movie edutha avanga avanga communitee name solli valthukal solringa command section la chaii ivalo managattavanugalada neenga thu,3,tamil
ബാന്റ് സെറ്റുകാർ ഊതുമല്ലോ ഇതിലും നന്നായിട്ട് കോപ്പി ചേട്ടൻ എന്തൊന്നിത് ചെയ്ത് വചേക്കുന്നത് bgm,2,malayalam
விருதுநகர் மாவட்டம் ராஜபாளையம் வட்டம் சொக்கநாதன்புத்தூர் கிராமம் யாதவர் சமுதாய சார்பில் படம் வெற்றியடைய வாழ்த்துகிறோம்,0,tamil
ஒரு சமுகத்தை கீழ்தரமாக வச்சி இருப்பவர்கள் சிந்திக்க வேண்டிய தருணம் இது நீயாக திருந்து இல்லை திருத்தப்படுவாய் தலித்துகள் கவணத்திற்கு,3,tamil
mammokkaye snehikunnavar ivide like addi,0,malayalam
teaser കണ്ടവർ തന്നെ വീണ്ടും വീണ്ടും കാണുന്നവർ അടിമക്കളെ ലൈക് ഇക്കാ ഉയിർ,0,malayalam
oru kurangu kootathukul matha kurangu nuzhainthal antha kuragu kootangal puthiya kurangai anumathikaathu kadithu vidum atharku avolo thaan arivu manithan parinama valarchi petru aadai pottu kondu kaniniyin mun otkarnthu velai seyyum alavirku valarnthuvittan aanal nammil pala per innum kurangave irukirargal vazhvathu oru murai thaan athilum maranam nitchayam endru therinthum eno manam aerga marukirathu setharvagal ellam engey irupaargal sambalaga poi marainthu vitargal uriyuden irukum pothavathu otrumaiyuden iruka paarpthu nagarigam adaintha manithanin kunam,0,tamil
waiting for 10m views wait pantravanga like podunga,0,tamil
ഇപ്പോഴേ ഡിസ് ലൈക് അടിച്ച മലവാണങ്ങളുടെ കുരുവിന്റെ വലിപ്പം ഒന്ന് ആലോചിച്ചു നോക്കിക്കേ,1,malayalam
ആ കണ്ണ് അടക്കലിനു കൊടുക്കണം 1000 ലൈക്,0,malayalam
trichy la enpt booking podunga,0,tamil
masssss varllava varalava bairavaaaaaaaaaaa athalapathi daaaaaaa sun power day time thalapathi power any time,0,tamil
கொங்கு வெள்ளாள கவுண்டர்கள் சார்பில் வாழ்த்துக்கள்,0,tamil
மண்ணு பொண்ணு எது மேல கைய வச்சாலும் கைய இல்ல தலைய எடுக்கணும் தரமான படம்,3,tamil
nallapadam unmai padam samuthayathukku thevaiyana padam mohan avarkalukku nantro,0,tamil
erian ariyunnavante kayile daivam vadi kodukku hatts of rajuvettan istam,0,malayalam
ok type not a rajani mark trailer,2,tamil
vijay fans ka final punch or ajith fans kagavum let live,0,tamil
ajith vandar yellarum side ki ponga back with a bang u1,0,tamil
vijay fans support eppovum iruku ungalukku surya fans,0,tamil
kidukkachi love u surya bro,0,tamil
കൊല കാട്ടിൽ ഇറുക്കെ കൊല്ലാമെ വിടമാട്ടെ തലൈവർ punj,0,malayalam
paapaa pasanga pondaati pullainga sentiment erunndaa odirunga thalaivare kolai veri la erukkaaru,1,tamil
ആരാടാ എന്റെ ചങ്കിനോട് ചോദിക്കാതെ അവന്റെ പേരിൽ സിനിമയെടുത്തത്,0,malayalam
poda ajith sinna paiyan da vijay than mass,2,tamil
simple life all time favorite thalaaaaaaaaaa,0,tamil
lalettante face kandittu sankadam maatram ennalum ente stree kumara menone naari,2,malayalam
kola kandula irukan movanaeee kollama vida matan,1,tamil
very interesting movie in 90 s kid and 2k kids,0,tamil
രായപ്പൻ ഫാൻസ് ഉണ്ടോ അഹങ്കാരം തലക്ക് പിടിച്ചവനല്ലേ ഇവൻ ചെമ്പോർകിനി,2,malayalam
dislike potavan la apdiye odi poidu pola gand la iruka,4,tamil
2019 ரஜினி நான் அரசியலுக்கு வருவது உறுதி யார யாமாத்த பாக்குறீங்க இது 1996,3,tamil
thalaya minja evanum enga ella thala than king maker,0,tamil
evanachum trailer epadi irukunu solltrana paru,1,tamil
ட்ரெயிலர் வெறித்தனம் குருமா குரூப் கதறல் இங்க கேக்குது,0,tamil
ഇത് dubbed voice ആണോ ഹിന്ദി നിവിൻ തന്നെയാണെങ്കിൽ പൊളിച്ചിട്ടുണ്ട്,0,malayalam
vera leval terailar mass sivakkarthigayan mass bro,0,tamil
at last he talk in malay u kena tunggun lama lagi,5,tamil
kangana as a jay lalita ya jetalal,5,tamil
naan oru kaundan aana idhu oru kurippitta saathiyai thanimaipadutha raamadaas potta thittam idhai yaarum nammbavendam,2,tamil
ithu kanditu srk yude fan orma vannavarundo,0,malayalam
parthasarathi nandini anta itkondidya nen hengsa nellelo hogbeda matter bage matado childe chanagiro film na chanagila antyala adrale gotagute enta kachda nenu anta bereourna aadre belsu ilwa tepug iru nim appa amma nu bereourna tulkonde bandirbeku adke nenu hinge,2,kannada
kgf part 2 trailer da idu,4,tamil
potta padam 2million views polum illatha ee oola padam potti paaleesavum antony perumbaavoor kuthuvaala edukentiverum not an ikka fan,2,malayalam
vp sir super singing,5,kannada
trailer laam nalla thaan da iruku aana maranthaapla thaan vikram vedha bgm pottu vachurukeenga,0,tamil
ഇതുപോലെത്തെ നാറിയ സിനിമകൾ എടുക്കുന്നവരെ വേണം തല്ലികൊല്ലാൻ ജനങ്ങൾ കാശുകൊടുത്തിട്ട് ഇവൻമാരെപോലെയുള്ളവരുടെ ഊമ്പിയ സിനിമ കാണാനല്ല നല്ല സിനിമകൾ കാണാനാണ് ഫഹദിന് നാണമില്ലേ ഇതുപോലെത്തെ സിനിമയിൽ അഭിനയിക്കാൻ ദയവുചെയ്ത് ഇനിയുള്ളവ് ഈ സിനിമ കാണരുത് പൈസ പോകും,3,malayalam
entha piano music ka yerkanave ketruken enga veetula eruka musicbox la entha music than varum,4,tamil
maranam massu maranam aduku avartha porandu varanum thalaivar dhanush,0,tamil
jathi jathi nu solli nalaruthavanga nasama poranga kasta paduravanga melau varala ena koduma sir ithu muthalvan movie la vara mari jathi ilanu oru sattam kondu vantha tamil nadu urupadum dot,0,tamil
enakkennamo diwali race la idhu dhaan win aagumnu thonudhu,0,tamil
ട്രെയിലർ കൊള്ളാം പക്ഷേ പക്ഷേ ആ ഊള അലൻസിയർ മാത്രം വേണ്ടായിരുന്നു ഇതുപോലുള്ള വൃത്തികെട്ട അവന്മാരെ വളർത്തുന്ന മലയാള സിനിമയുടെ പ്രവണത നിർത്തണം,2,malayalam
நாடோடிகள் ஒன்று போல் எதிர்பார்த்து ஏமாந்தது விட்டேன்,3,tamil
selvaragavanukkave movie pakkaporavanga yellam handsup pannunga,0,tamil
படத்துக்கு மரண வெயிட்டிங் மோகன் அண்ணா நீங்க வேறலெவல்,0,tamil
ithu polikum first day poyi kaanunavar poyi like adi,0,malayalam
vijay fan s yaravathu iruntha veliya pohavum,0,tamil
4 days ha trending no 1 adhu dha thala fans power,0,tamil
bigbyl great fathern undaya yamandan item ith vaarum kodikal,0,malayalam
ഗുഹൻസ് ഫാൻസ് ഡിസ് ലൈക്ക് പണിയും തുടങ്ങി,3,malayalam
hindi me kab ayega ji,5,tamil
polichu mone surya anna ningalu vere levela,5,tamil
enpt paka mudiyadhavanga idha pathu manasa thethikonga,0,tamil
eth laloonikkada kazhapp thu trailer mumpe dislike,1,malayalam
ஒரு தவறு செய்தால் அதை தெரிந்து செய்தால் அவன் தேவன் என்றாலும் விட மாட்டேன் இந்தியன்டா பாத்ததெல்லாம் திங்கரதுக்கு ஓநாய் னு நெனச்சியா பசிச்சா வேட்டையாடுர சிங்கம்டா இப்ப செம பசியில இருக்கன் எது கெடச்சாலும் வேட்டையாடுவன் mass daialouges semma mass teaser,0,tamil
lookin lik hollywood movie trailer bgm is awesome survivaaa rockz,0,tamil
ഇനി രാവണന്റെ വരവാണ് shylock,1,malayalam
abhinayich njettikkan fahad ikka again,0,malayalam
vfx nu sonna wigpathy fans yenga ponanunga,0,tamil
love than innum namma la humana vachurukku,0,tamil
kai fake makeup plzz thoda accha kro yeh ek legend ki biopic hai plzz,5,tamil
waiting asn,5,kannada
balepete badrushyana,1,kannada
mukkualthu pengal sarpaga padam verdri pera enathu valthukgal,0,tamil
രാജുവേട്ടനും സൂരാജേട്ടനും നേര് ക്കുനേര് വരുന്ന സീനുകള് സിനിമക്കുള്ളിലെ സിനിമയിലെ പാരവെപ്പുകളുടെ കഥപറയും,0,malayalam
seems like god father gang in field,0,tamil
മലയാള സിനിമാ സൂപ്പർസ്റ്റാർകളിൽ നിന്നും വഴിമാറി വരുന്നു ഒപ്പം വിജയങ്ങളും അടിപൊളി,0,malayalam
ലാലു jr ഫാൻസ് അടി ലൈക്,0,malayalam
3 4 പൊളിപടത്തിന് ശേഷം ഒരു കിടുക്കാച്ചി സിനിമകണ്ടു ഇന്ന് 22 9 2019 ൽ _ കുബൈറ്റിൽനിന്ന് എന്താ പറയുക മാസ്സ് മരണ മാസ്സ് കിടു കിടുലോം കിട്ടു,0,malayalam
aaha massdhan aana eano thevar magan shivaji gnayabagam varduhu,0,tamil
വെയ്റ്റിംഗ് ഫോർ ആ ത്രില്ലെർ,0,malayalam
trailerae padam kaatudhey appoa padam ennennellaam kaatum cannt wait for petta paraaaak fast,0,tamil
ഷെർലക് ഹോംസിൻറെ എല്ലാ കഥകളും r ആദ്യം മുതൽ അവസാനം വരെ ഇനി നിങ്ങൾക്കുനിർത്താതെ കേൾക്കാം ഈ വഴിയെ പോന്നോളു,0,malayalam
191 k likes 118 aayallo ithenthu marimayaam lalapikkal ude kali aano,3,malayalam
thala voice ketgavea thirupa thitupa paakura,0,tamil
mamangam potti ya kalippinu polayadikal ithil vannu dislike adichuttundallo thayolikal ini mammuttiyude ella trailarum dislike adikkanam,1,malayalam
make ഓവർ കഴിഞ്ഞതിൽ പിന്നെ ലാലേട്ടന്റെ കണ്ണുകളിലെ അഭിനയത്തിന് എന്തോ ഒരു പ്രശനം ഉള്ള പോലെ,0,malayalam
