text,label,language
dislike pottavanuga amma ella silluku da,2,tamil
சிறப்பாக உள்ளது பின்னணி இசை அருமை,0,tamil
every day i am listening,0,kannada
bas iski leftist log chalu hone de,5,tamil
avengers range ki irrukunu nu who agree,0,tamil
98k likes left speed up guys,0,tamil
yov vetri scene by scene sethukiruka vera level ya,0,tamil
ಮೋಸ ಮಾಡಿ ಹೋಗುವ ಹುಡುಗಿರಿಗೆ ಇದೇ ತರ ಬುದ್ದಿ ಕಲಿಸಬೇಕು rakshithsheety come back,3,kannada
sangatamizhan low budget mersal and rekka part 2 da vijaysethupathi performance vera level,0,tamil
0 17 and 0 56 enada panni vachirukkinga,0,tamil
thank you sir,5,kannada
கதை 2016ல நடக்குது ரஜினி அரசியலுக்கு வரேனு சொன்ன தேதி 31 12 2017 சரியாக வருடம் குறிங்க ராசா,2,tamil
neraya neraya neraya neraya neraya powerful,0,tamil
thala irukum pothu ethuvum nadakathu thala kaakum pothu erumbum thudikathu thala tucker doi,0,tamil
muje tamil language nahi aati but suparbbb trailer i am big fan rajni sir,5,tamil
adhi die hard fans like hit,0,tamil
ajith sir neenga vera level,0,tamil
தேவேந்திர குல வேளாளர் சார்பாக முழு ஆதரவு உன்மையை உணர்வு பூர்வமாக எடுத்த இயக்குனர்க்கு நன்றி தேவதையாவே இருந்தாலும் தேவேந்திரர் வீட்டு பொன்னு போதும் என்றும் எட்வின் பாண்டியன் மிராசுதார்,0,tamil
kekka bekka short film pathavanga hit like director ra engira rana,0,tamil
teejay va yaru lam note paninga,0,tamil
ಸರ್ ನಾನು ಪ್ರೊ ಶಂಭು ಬಳಿಗಾರ ಅವರ ಅಭಿಮಾನಿ ನಾನು ಅವರ ಇ ೬ ಆಡಿಯೋಗಳನ್ನು ಸುಮಾರು ೧೦೦೦ ಕ್ಕಿಂತಲೂ ಹೆಚ್ಚು ಬಾರಿ ಕೇಳಿದ್ದೀನಿ nಕೆರೆಗೆ ಹಾರ nಗೋಧಿ ಹುಗ್ಗಿ ಗಂಗಯ್ಯ nತೊಗರಿ ತಿಪ್ಪ ೧ nತೊಗರಿ ತಿಪ್ಪ ೨ nಹಾಲುಂಡ ತವರು nನುಚ್ಚಿನ ಮಲ್ಲಯ್ಯ nnಸರ್ ನೀವು ನಿರೂಪಿಸಿರುವ ಮತ್ತೆ ಯಾವ ಯಾವ ರಚನೆಗಳಿವೆ ದಯವಿಟ್ಟು ತಿಳಿಸಿ ಸರ್,0,kannada
yar south movie jesa movie koi nhi banata kya bolu,5,tamil
bgm evanda pottadhu dsp paiyana irupaan pola veenaponavan,1,tamil
nasthi pannitanga ellorum music vera level la iruku love str,0,tamil
rajini thalaivar illa da mgr mattum thaan thalaivar,2,tamil
ಸೂಪರ್ ವಿಡಿಯೋ ಗುರು ಇದೆ ರೀತಿ ವಿಡಿಯೋ ಮಾಡಿ ಚೀನಾ ಉರೋಕೊಬೇಕು,0,kannada
நம்ப வீட்டு பெண்கள் மீது கை வைத்தாள் கையை வெட்ட வேண்டும்,0,tamil
karnataka ke bandu kannada matadidna ane guru sullu avnu sooside madko bahudittu alvaa fake news,2,kannada
oruthan ukkarunda ratham patha payalu aana endru ivan sadharana aal kedayath what word that,4,tamil
vera level masss surya yuvan selvaraghavan,0,tamil
வேலூர் வன்னியர் சார்பாக படம் வெற்றியடைய வாழ்த்துக்கள் மண்ணும் எங்களோடதுதான் பொண்ணும் எங்களோடததுதான் கைய வெச்சா கையை இல்ல தலையை வெட்டுவோம்டா,3,tamil
andha last dance ku ellaarum oru ò podungappa,0,tamil
kaappaan best of luck by thala fan,0,tamil
hindi me kab tak upload hoga youtube par,5,tamil
டேய் மாமாவளவா போச்சா இப்ப வாடா வாடா சண்டைக்கு வாடா வந்து தான் பாரேன் என் வெண்ணெய்,2,tamil
arya propose panra scene missing in movie,3,tamil
ithu oru movie yaa pakkum poothu sirappu ithu oru nalla movie yaa irukkum ingaa pollachiilaa palaa pengalaa rape and vedio eduthaa naaingalam enna caste nu theriumaa anga pala pengalidam kathal nadakam aadi rape panni vedio edutha naigalaa entha caste karanu theriumaa ithaa kelvi anaithu saathikarandayum naan kekkuran,3,tamil
next shankar nag boss,0,kannada
oro fuc g movie aayitt iragikkolum ethra flop aayalum ivanonnum padikkille,5,tamil
ye film 3000 carore paar karegi keval india me double blockbuster movies toofan aa jayga thiyetar me,5,tamil
surya oda total movie um sentha mathi iruku,0,tamil
thalaivar oada intha vayasukum make up pottalum semmaya irukaraea ipoo irukura actors ivaroda age ku nadika mudiyuma,4,tamil
kerala rajini sir fans waiting 2 0,0,tamil
1 20 ena da panni vachirukinga dai,4,tamil
nithya menan bettar than kangana nithya face cut body shape look like jayalalitha,2,tamil
thalapathy ennala mudiyala eppatha april 14 varumo waiting ye veri aagudha thalaivaaaaaa,0,tamil
samugam sarbaga nu sollitu poravan la oru oombu oombitu poonga,3,tamil
ಸಾಂಗ್ ಫಸ್ಟ್ ಲೈನ್ ಮ್ಯೂಸಿಕ್ ಸ್ವಲ್ಪ ಡಲ್,4,kannada
throwpathi na magabharathathula pancha pantavargal manaivithane,0,tamil
thala una dharisanam kedaika pothu screen la,0,tamil
ella celibrationum dheepavali varekkum mattum than,0,tamil
ennaku ennavo kanithan kathai ya konjam modify pannuna maathiri irruku,4,tamil
movie pathathuku apuram kuda trailer paka thonuthupa,0,tamil
இது போன்ற படங்கள் அதிகம் வர வேண்டும்,0,tamil
திருமாவை எதிர்க்க பல சாதி தலைவர்கள் திருமா ஒரே ஆள் அத்தனை பேரையும் நிம்மதி இழக்க செய்திருக்கிறார் இதுவே திருமாவுக்கு கிடைத்த வெற்றி பன்றிகள் தான் கூட்டமா வரும் திருமா சிங்கள்,4,tamil
akhil power of jua thalaya vachi ennamo pannitanga,0,tamil
somehow it look like telugu sri mahalaxmi movie,0,tamil
hands up eddu charitra srustiso avatar a,0,kannada
420 tik tok 420 china,4,kannada
guru nin super guru osm voice guru nindu,0,kannada
u kena tunggu lama lagi untuk tahu saya,5,tamil
suriya veriyans like different getups,0,tamil
kangana as a politician jayalalitha looks like a cartoon,2,tamil
sila thala fans ku thalaye solli irukaru semma hatss of thala luv uuuuuuuuuuuu,0,tamil
va wait va pa lam waiting ji,0,tamil
comment கிழ வரைக்கும் போய் பார்த்தவங்க எத்தனை பேரு அதை போல படத்தையும் பாருங்க வெற்றி நிச்சயம் yadav கண்ணாஜி,0,tamil
jaathiya vechu padam edukaravara avanga amma va othathuku samam support pandravara ava thevidiavuku poranthava,3,tamil
u kena tunggu lebih lama lagi untuk tahu sayawow,5,tamil
suriya sir u r vera level,0,tamil
thalaivaaaaaaaa next cm of tamil nadu,0,tamil
vere level la iruke mani sir film maathiri illa,0,tamil
marana massss thalaivarr pwoli katta waiting,5,tamil
thala from kerala fans kola mass hit likes,0,tamil
i love you surya i am bangladeshi,0,tamil
wwwwwwwooooooowwwwwwwwww no chaaaaaaaaance thalaivarmaaaaa chummaaaaa styllllllluuuuuu adhirdhummmmaaaaaa,0,tamil
vetri maran pundai ku itha vita vera ethum theriyathu thevidiya magan vetri maran and dhanush lusu koothi,4,tamil
paakka thana pora ini intha viswasathoda aattatha,1,tamil
ஏன் டா மூதேவி அஜித் சார் songs னு title போட்டுட்டு உள்ள கண்ட songs லாம் இருக்கு,2,tamil
lite ah potc smell varuthu ethula music,4,tamil
sema bro na itha pata semaiya srichan bro,0,tamil
படம் 100 நாள் வெற்றிகரமாக ஓட வேட்டுவ கவுண்டர் சார்பாக வாழ்த்துகள்,0,tamil
kangana is best and tapsi paanu is tatti,2,tamil
இனி ஒவ்வொரு பெண்ணும் வீரமங்கை வேலுநாச்சியாராக இருக்க வேண்டும் கணவனை காதலியுங்கள் கண்ட கண்ட பன்றிகளை பார்த்தவுடன் ஒதுங்கி விடுங்கள்,4,tamil
arjun sir like sk comments game start now,2,tamil
yeno polo diko ciko biko noko lava ki no,5,tamil
dislike potavan ellam thakkali sou s da,4,tamil
விஸ்வகர்மா சமூகம் சார்பாக படம் வெற்றிஅடைய வாழ்த்துக்கள்,0,tamil
vera level thalaiva north side la ellarume jathi pera pinnadi pottukuranuga namba yen poda kudathu nambala enna illicha vaya jathi vekko illa aathu tha namba munnorgaloda aadayalam aatha eppothum vida kudathu jathi peru avanga avanga senja thozhilala vachi vanthathu aathu namakku romba mukkiyo eppothum sathriya vamsam,0,tamil
ranjith ku munnadi karthik vanthu irukalam ithan da trailer eventhough i m rajni hater,2,tamil
paaaaaaa cmnt laa ellam jathi karanum intha padathuku vazhthukal lam soldranga oru jathi ya ethiriya vachii semaaaa orey oru edanjal thalithtrailler mass,0,tamil
ayyoooooooooo thalaivaaaa love you soooooooo much,0,tamil
i love you annaaaa niceee,0,tamil
sathiyama vera level thalaivaa verithanam vayasanalum un style inum marla thalaivaa,0,tamil
sir salute sir marana mass youngsters politicals kandipa nadakum,0,tamil
black sheep kutty moonji vivek fans hite like,4,tamil
வனத்தில் அழைந்தாலும் இனத்தோடு சேரனும் உண்மையை சொல்ல நெஞ்சுரம் வேணும்,0,tamil
tappenu illa guru nijvaglu super tik tok support madovrige kelge mele guta odibeku guru,3,kannada
guys plse do support ithu namma tamil padam,0,tamil
she looks like sushma swaraj ge in trailer jayalalithaa ke role mai vidya balan ge hoti to kia baat the,5,tamil
makkal selvana ivanellam makkal selvana irundha vijay ajith vikram arun vijay ku ellam enna solluvaga,2,tamil
thala thala thala thala thala thala enga uyir pola,0,tamil
indha varusham suriya sir ku best ah amaiya vaazhthukkal,0,tamil
யார்லா இந்த trailer pakkamale படம் பார்த்து enjoy panninga,0,tamil
mokka thala yenatha mokka padam nadikira thala,3,tamil
just like english movie point blank,0,tamil
10k dislikes potathu namma pondati pulla sentiment boys ah than irukum,1,tamil
polichu adetha oru iron orapikaamm,5,tamil
thalapathy 64 trailerku wait panuravanka like ah podunka,0,tamil
cinematorgraphy semma neriya shot romba alaga iruku,0,tamil
dhanush annante oru mass item varunnundenn paranjekk,5,tamil
தளபதி மாறி அரசியல் படம் எடுத்தாவது நல்ல படமா கொடுங்க surya sir trailer super,0,tamil
ngk trailer mass and vera level,0,tamil
bgm is,5,kannada
sc thevdyapasangala hero va kaatratha oru trend ah eduthutu varanunga vesi mavanunga,3,tamil
entha trailer poi dis like pannuarenga la enna pannalam,4,tamil
சேலம் மற்றும் இளம்பிள்ளை வீர சைவம் ஜங்கம குலம் சார்பில் வாழ்த்துக்கள் இந்த திரை காவியம் வெள்ளி விழா காணா வேண்டும்,0,tamil
thiruvarur padayachiyaragal sarbaga vetripeara vazhthukal,0,tamil
indha trailera paathutu entha tamil movie teaser trailera paathaalum mokkaiyaa than iruku hit like if you agree,1,tamil
படம் வெற்றி பெற வாழ்த்துகள் கண்டிப்பாக theatreல தான் படத்தை பார்ப்பேன்,0,tamil
patru irukkum varai nandru athu veri aaga maatum pothu thaan,0,tamil
2 01semmma bangam panniteenga one line semma interesting screenplay um nalaa irrundhaa magizhlchchi,0,tamil
தமிழ் ட்ரைலர்க்கு மலையாளிங்க ஏன்டா குறுக்க மறுக்க அலயுறிங்க,4,tamil
love from kiccha fans,5,kannada
ப்பா பின்னி பெடலெடுக்க போறாரு நம்ம மக்கள் செல்வன் சேதுபதி சார் ஒரு கத சொல்லட்டா,0,tamil
